item	file	line	kind	origin	status	evidence
SHIP_3D_PLANAR_FRAMEBUFFER_PTR_DS_OFFSET	src/bloodprg.rs	270	const	0x5219,0xB712	ASM	/// A FAR pointer — `les di,ptr [0x5219]` @`0xB712` loads segment and offset together.
SHIP_3D_SCROLL_MODE_DS_OFFSET	src/bloodprg.rs	272	const	0x524d,0xB6F0,0xB175	ASM	/// `cmp word ptr [0x524d],0xa` @`0xB6F0`; the HUD init seeds it with `mov word ptr [0x524d],0xa` @`0xB175`.
SHIP_3D_SCROLL_VALUE_DS_OFFSET	src/bloodprg.rs	274	const	0x524f,0xB708,0xB16F	ASM	/// `mov word ptr [0x524f],ax` @`0xB708`, zeroed at `0xB16F`.
SND_ENTRY_FAR_CALL	src/bloodprg.rs	276	const		UNVERIFIED	
SND_BANK_LOAD_FAR_CALL	src/bloodprg.rs	283	const		UNVERIFIED	
FAR_CALL_OPCODE	src/bloodprg.rs	290	const		UNVERIFIED	
REGISTER_SOURCE_SCAN_BACK	src/bloodprg.rs	291	const		UNVERIFIED	
DS_STRING_SCAN_MAX	src/bloodprg.rs	292	const		UNVERIFIED	
RENDER_FAR_CALL_SEGMENT_BYTES	src/bloodprg.rs	293	const		UNVERIFIED	
MzHeader	src/bloodprg.rs	297	struct		UNVERIFIED	
header_size	src/bloodprg.rs	312	fn		TESTED	
image_total	src/bloodprg.rs	316	fn		UNVERIFIED	
load_size	src/bloodprg.rs	324	fn		TESTED	
MzSummary	src/bloodprg.rs	330	struct		UNVERIFIED	
BinarySymbol	src/bloodprg.rs	341	struct		UNVERIFIED	
OpcodeDescriptor	src/bloodprg.rs	352	struct		UNVERIFIED	
OpcodeHandler	src/bloodprg.rs	359	struct		UNVERIFIED	
VmOpcodeSpec	src/bloodprg.rs	366	struct		UNVERIFIED	
DialogueFontTables	src/bloodprg.rs	381	struct		UNVERIFIED	
SubdispatchEntry	src/bloodprg.rs	391	struct		UNVERIFIED	
SpriteBlitterDispatchEntry	src/bloodprg.rs	398	struct		UNVERIFIED	
ScriptResourceProfileSlot	src/bloodprg.rs	407	struct		UNVERIFIED	
ScriptResourceProfile	src/bloodprg.rs	414	struct		UNVERIFIED	
BloodPrgInspection	src/bloodprg.rs	422	struct		UNVERIFIED	
SndEntryCallSite	src/bloodprg.rs	441	struct		UNVERIFIED	
SndBankLoadCallSite	src/bloodprg.rs	455	struct		UNVERIFIED	
RenderCallSite	src/bloodprg.rs	476	struct		UNVERIFIED	
BloodPrg	src/bloodprg.rs	491	struct		UNVERIFIED	
parse_file	src/bloodprg.rs	497	fn		UNVERIFIED	
parse	src/bloodprg.rs	503	fn		UNVERIFIED	
summary	src/bloodprg.rs	533	fn		TESTED	
image_bytes	src/bloodprg.rs	548	fn		INFRA	/// The raw image bytes, so a test can read an INSTRUCTION back and check a /// constant against the immediate the code actually uses.
segoff_to_file	src/bloodprg.rs	552	fn		TESTED	
ds_to_file	src/bloodprg.rs	556	fn		TESTED	
fs_to_file	src/bloodprg.rs	560	fn		TESTED	
opcode_handlers	src/bloodprg.rs	564	fn		TESTED	
opcode_descriptors	src/bloodprg.rs	584	fn		TESTED	
vm_opcode_specs	src/bloodprg.rs	601	fn		TESTED	
script_resource_profiles	src/bloodprg.rs	638	fn	0x11F4,0x0D3E4,0x53A0,0x000A,0x6712	ASM	/// The five SCRIPT resource profiles at `FS:0x11F4` (file `0x0D3E4`), the /// table `vm_resource_profile_select` (`0x53A0`) indexes: `mov si,0x11F4 / /// mov dx,0x000A / mul dx` picks the row, then `
dialogue_font_tables	src/bloodprg.rs	672	fn	0x31C8,0x7802,0x14C22,0x78B2,0x14CD2,0x78b2,0x7908,0x14D28	ASM	/// The DIALOGUE FONT's three chained tables, at the offsets `render_string` /// (`0x31C8`) loads them from as immediates: the ASCII->glyph map /// `DS:0x7802` = file `0x14C22` (`mov bx,0x7802`), the 
nav_actor_subdispatch_handlers	src/bloodprg.rs	710	fn		TESTED	
nav_choice_subdispatch_handlers	src/bloodprg.rs	718	fn		TESTED	
snd_entry_call_sites	src/bloodprg.rs	726	fn		TESTED	
snd_bank_load_call_sites	src/bloodprg.rs	752	fn		TESTED	
render_call_sites	src/bloodprg.rs	791	fn		TESTED	
sprite_blitter_dispatch_entries	src/bloodprg.rs	825	fn	0x1592,0x4522,0x44BA	ASM	/// The sprite-blitter dispatch table at `CS:0x1592` (file `0x4522`), reached /// by `mov bx,cs:[bx+0x1592]` at `0x44BA` after `shr bx,1 / and bx,0x0E` /// bounds the index to its eight word entries.
inspect	src/bloodprg.rs	847	fn		TESTED	
subdispatch_entries	src/bloodprg.rs	867	fn		UNVERIFIED	
slice	src/bloodprg.rs	888	fn		TESTED	
find_ax_source_before	src/bloodprg.rs	897	fn		UNVERIFIED	
find_si_source_before	src/bloodprg.rs	929	fn		UNVERIFIED	
ds_c_string	src/bloodprg.rs	957	fn		UNVERIFIED	
option_menu_labels	src/bloodprg.rs	984	fn	0x886C,0x8709,0x2567,0x8428,0xFFFF,0x2573,0x2581,0x258B,0x25	DATA	/// The bridge OPTION menu's labels, read from the game's own string table. /// /// Console row 4's handler (`0x886C`, reached through the per-row table at /// file `0x8709`) does `mov si,0x2567` and 
text_speed_labels	src/bloodprg.rs	990	fn	0x259D	DATA	/// The OPTION menu's TEXT-SPEED submenu labels (`DS:0x259D`): /// `VERY FAST`, `FAST`, `MEDIUM`, `SLOW`, `VERY SLOW`.
location_status_headers	src/bloodprg.rs	998	fn	0x12E,0x137,0x13E,0x14B,0x8369,0x839F	DATA	/// The nav-chart hover panel's status headers, read from the game's strings: /// `DS:0x12E` `PLANET: `, `0x137` `SHIP: `, `0x13E` `BLACK HOLE: `, `0x14B` /// `LIFE SUPPORT:` — the four `mov si,...` c
list_widget_cancel_label	src/bloodprg.rs	1011	fn	0x0174	DATA	/// The list widget's shared trailing entry (`DS:0x0174`).
music_on_label	src/bloodprg.rs	1017	fn	0x2578	DATA	/// The alternate face of the music toggle (`DS:0x2578`), which the pointer /// list does not name.
ds_pointer_list_strings	src/bloodprg.rs	1022	fn	0xFFFF	ASM?	/// Walk a `0xFFFF`-terminated list of DS string pointers.
resource_name	src/bloodprg.rs	1039	fn		UNVERIFIED	
file_to_known_segoff	src/bloodprg.rs	1052	fn		UNVERIFIED	
u16_at	src/bloodprg.rs	1063	fn		UNVERIFIED	
OpcodeMetadata	src/bloodprg.rs	1071	struct		UNVERIFIED	
opcode_metadata	src/bloodprg.rs	1078	fn		UNVERIFIED	
KNOWN_CODE_SEGMENTS	src/bloodprg.rs	1217	const		UNVERIFIED	
snd_entry_call_note	src/bloodprg.rs	1228	fn		UNVERIFIED	
snd_bank_load_mode	src/bloodprg.rs	1244	fn		UNVERIFIED	
snd_bank_load_call_note	src/bloodprg.rs	1253	fn		UNVERIFIED	
render_target_name	src/bloodprg.rs	1266	fn		UNVERIFIED	
render_call_site_note	src/bloodprg.rs	1304	fn		UNVERIFIED	
sprite_blitter_name	src/bloodprg.rs	1481	fn		UNVERIFIED	
sprite_blitter_note	src/bloodprg.rs	1495	fn		UNVERIFIED	
KNOWN_SYMBOLS	src/bloodprg.rs	1523	const		TESTED	
PRESENTATION_3D_MARKERS	src/bloodprg.rs	2588	const		TESTED	
BloodSave	src/bloodsav.rs	48	struct	0x6780,0xFFFF,0x6ADE,0x6CDE,0x6724,0xABC	ASM?	/// The fixed-layout portion of a `blood.sav` file, plus the trailing runtime /// region (object block + work buffer, whose split depends on the loaded /// profile's live object-table size). /// Curre
SaveSlot	src/bloodsav.rs	73	struct	0x2734,0x1BAB,0x25ED,0x273B,0x1BBD,0x8573	ASM?	/// One row of the SLOT-NAME DIRECTORY (`blood.sav`): a 32-byte record holding a /// 15-character name padded with spaces, a NUL, then the slot's filename /// (`game<N>.sav`) padded with NULs. Ten of 
SLOT_RECORD_LEN	src/bloodsav.rs	81	const		UNVERIFIED	/// Bytes per directory record, and the record count.
SLOT_NAME_LEN	src/bloodsav.rs	82	const		UNVERIFIED	
SLOT_COUNT	src/bloodsav.rs	83	const		UNVERIFIED	
parse_slot_directory	src/bloodsav.rs	88	fn	0x1BAB,0x2734,0x1BBD,0x273B	TESTED	/// Parse `blood.sav`, the slot-name directory the save flow renames through /// (`0x1BAB` points `[0x2734]` at a record, `0x1BBD` copies it to `DS:0x273B`). /// Returns `None` unless the image is exa
SAVE_PROFILE_SOURCE_DS	src/bloodsav.rs	111	const	0x1C63,0x1C6D,0x1C72,0x1CEB	ASM	/// The DS globals the writer streams from (`0x1C63`, `0x1C6D`, `0x1C72`) and, /// for the profile, the DIFFERENT one the reader streams into (`0x1CEB`).
LOAD_PROFILE_DEST_DS	src/bloodsav.rs	112	const		UNVERIFIED	
FLAGS_SOURCE_DS	src/bloodsav.rs	113	const		UNVERIFIED	
STATE_SOURCE_DS	src/bloodsav.rs	114	const		UNVERIFIED	
SAVE_WRITE_SIZE_IMMEDIATES	src/bloodsav.rs	120	const	0x1C72,0x1C75,0x1C76	ASM?	/// File offsets of the three `int 21h` AH=0x40 write calls' `mov cx,imm` in /// `vm_state_save`, so the sizes below can be checked against the code itself. /// Note the third pair is emitted `mov dx`
PROFILE_SIZE	src/bloodsav.rs	127	const		UNVERIFIED	/// Byte offset/size constants of the fixed header (all little-endian).
FLAGS_SIZE	src/bloodsav.rs	128	const		UNVERIFIED	
STATE_SIZE	src/bloodsav.rs	129	const	0x1C3F,0x1C60,0x1C6A,0x1C75,0x6ADE	ASM?	/// Parse a save image in the field order `vm_state_save` (`0x1C3F`) writes: /// the 2-byte profile (`0x1C60`), 512 flag bytes (`0x1C6A`), 96 state bytes /// (`0x1C75`), then the two variable blocks a
HEADER_SIZE	src/bloodsav.rs	130	const	0x1C3F,0x1C60,0x1C6A,0x1C75,0x6ADE	ASM?	/// Parse a save image in the field order `vm_state_save` (`0x1C3F`) writes: /// the 2-byte profile (`0x1C60`), 512 flag bytes (`0x1C6A`), 96 state bytes /// (`0x1C75`), then the two variable blocks a
parse	src/bloodsav.rs	138	fn	0x1C3F,0x1C60,0x1C6A,0x1C75	ASM	/// Parse a save image in the field order `vm_state_save` (`0x1C3F`) writes: /// the 2-byte profile (`0x1C60`), 512 flag bytes (`0x1C6A`), 96 state bytes /// (`0x1C75`), then the two variable blocks a
to_bytes	src/bloodsav.rs	161	fn	0x1C3F	ASM	/// Serialize back to the DOS byte layout (profile, flags, state, runtime). /// Byte-exact with [`BloodSave::parse`]'s input for the header; the runtime /// region round-trips verbatim. /// Re-seriali
flag_bit	src/bloodsav.rs	180	fn	0x6ADE	ASM?	/// Whether a progression flag bit is set in the 512-byte flag block. /// `byte` indexes into `flags` (0..512), `bit` is 0..8. The block mirrors the /// game's `[0x6ADE]` region; the entity-progressio
RING_PX_PER_FRAME	src/bridge.rs	28	const		UNVERIFIED	/// Ring pixels per panorama frame (8 px = 2° of the 1440-px ring).
HALF_SCREEN	src/bridge.rs	31	const		UNVERIFIED	/// Ring x of the view centre at frame f is `f * 8`; the screen shows /// `ring_of_view - 160 .. + 160`.
ARC_PER_REVOLUTION	src/bridge.rs	35	const		UNVERIFIED	"/// The ""arc"" scale the original steering math runs in: quarter-ring units /// (`ring / 4`, 360 per revolution — 2 arc units per frame)."
STEER_DEAD_ZONE_ARC	src/bridge.rs	37	const	0x9752	ASM	/// Steering dead zone in arc units (`0x9752`: distances <= 0x1F don't move).
STEER_TRAIL_ARC	src/bridge.rs	40	const	0x97C4,0x97D4	ASM	/// When steering, the view lands 0x1E arc units (15 frames) short of the mouse /// (`0x97C4`/`0x97D4`) — the view trails the pushed cursor.
MENU_CLAMP_ARC	src/bridge.rs	43	const	0x2793,0x9762	ASM	/// While a menu item is engaged (`DS:0x2793` bit 2), the cursor is dragged back /// toward the view once it strays this many arc units (`0x9762`: 0x28).
MENU_FRAME_MIN	src/bridge.rs	47	const	0x8613,0x868D	ASM	/// Golden console menu: hit box and row metrics from `0x8613..0x868D`. /// The menu is baked into panorama frames 40..=60 and is only clickable there.
MENU_FRAME_MAX	src/bridge.rs	48	const		UNVERIFIED	
MENU_REST_FRAME	src/bridge.rs	51	const	0x8642,0x279B	ASM	/// The menu's rest frame (`0x8642` subtracts 0x2D; the click seeks to /// `[0x279B] = 0x5A` = arc 90 = frame 45).
MENU_RIGHT_AT_REST	src/bridge.rs	55	const	0x8650,0x8663	ASM?	/// At the rest frame the menu box spans screen x `177..=287` (`0x8650..0x8663`: /// right = 0xE8 + 0x37 = 287, left = right - 0x6E = 177); it scrolls with the /// panorama at -8 px per frame of delta
MENU_WIDTH	src/bridge.rs	56	const		UNVERIFIED	
MENU_TOP_AT_REST	src/bridge.rs	59	const	0x8671,0x868B	ASM	/// Row metrics (`0x8671..0x868B`): top row y = 0x48 + |δ| * 1.25, row pitch /// = 0x12 - |δ| / 8, five rows.
MENU_ROW_PITCH_AT_REST	src/bridge.rs	60	const		UNVERIFIED	
MENU_ROW_COUNT	src/bridge.rs	61	const		UNVERIFIED	
MENU_ROW_DAC_BASE	src/bridge.rs	67	const	0x8697	ASM	/// The five menu rows' glyphs in the panorama frames are painted with one /// dedicated palette index per row, starting here (`0x8697`: DAC index /// 0x7B + row). Re-programming these five DAC entrie
MENU_ROW_IDLE_DAC	src/bridge.rs	70	const	0x8636,0x863F	ASM?	/// Idle row colour, 6-bit DAC (`0x8636..0x863F`: five entries of 16,12,0 — /// dark gold).
MENU_ROW_HOVER_DAC	src/bridge.rs	72	const	0x869D,0x86A3	ASM?	/// Hovered row colour, 6-bit DAC (`0x869D..0x86A3`: 63,0,0 — bright red).
StationRecord	src/bridge.rs	79	struct	0x2A1B	ASM?	/// One clickable record of the 6-entry table at `DS:0x2A1B` (0x18-byte stride). /// The four panorama stations' records get their orb rectangle refreshed from /// the loaded frame's chunk header; the
STATION_REST_FRAMES	src/bridge.rs	112	const	0x2A1B,0xFE3B,0x7DAB,0x6D4,0x9642,0x985F,0xFFFFFF,0x000,0x05	DATA	/// Station rest frames, read from the STATIC station-record table in the image — /// not from a probe dump, which is what this used to cite. /// /// `DS:0x2A1B` (file `0xFE3B`) is an array of SIX 24-
STATION_RECORD_TABLE_FILE_OFFSET	src/bridge.rs	115	const	0x2A1B,0xD420	DATA	/// `DS:0x2A1B` -> file offset of the station-record array (`0xD420 + 0x2A1B`).
STATION_RECORD_COUNT	src/bridge.rs	117	const	0x7DA8	DATA	/// Six records (`mov cx,6` @`0x7DA8`).
STATION_RECORD_STRIDE	src/bridge.rs	119	const	0x7E0E	DATA	/// 24 bytes each (`add bp,0x18` @`0x7E0E`).
STATION_RECORD_REST_ANGLE_OFFSET	src/bridge.rs	121	const		DATA	/// Rest angle in degrees at `+0xA`; the panorama frame is half of it.
BridgeView	src/bridge.rs	126	struct	0x2795,0x0A2A,0x0A2C,0x2793,0x279B,0x279D,0x2A19,0x2A1B	ORACLE?	/// The decompiled bridge view state — the DS globals the steering, seek, and /// menu code touch, as one struct. /// The console row whose surface (choice box / engaged state) is open — its /// label
default	src/bridge.rs	156	fn		UNVERIFIED	// Live table at the console: the menu (1) and nav (2) station records // are the active/clickable ones.
wrap	src/bridge.rs	180	fn		UNVERIFIED	
ring_delta	src/bridge.rs	185	fn		UNVERIFIED	/// Shortest signed distance from `from` to `to` on a ring of `modulus`.
mouse_screen_x	src/bridge.rs	196	fn	0x97FC	ASM?	/// The mouse cursor's screen-space x for the current view /// (`ring - (frame * 8 - 160)`, the `0x97FC` rebase).
move_mouse	src/bridge.rs	205	fn		UNVERIFIED	/// Feed relative mouse motion (the port's stand-in for the original's /// warped hardware cursor: motion accumulates in ring space).
update_view	src/bridge.rs	220	fn	0x9656,0x97E3,0x97E4,0x97F6,0xa2a,0xfff8	ASM?	/// One tick of the view state machine (`0x9656..0x97E3`). Returns true if /// the frame changed (the original's carry flag, telling the caller to /// redraw the panorama). /// /// Every path through 
update_view_steer	src/bridge.rs	227	fn	0x9667,0x96F5,0x96D0,0x96DD,0x973D,0x97E3,0x976A,0x97AB,0x97	ASM?	// Station seek (`0x9667..0x96F5`): ease toward the target half the // remaining distance per tick, shortest way around the 180-ring. // Long seeks (initial distance >= 0x28 frames) drag the cursor's 
set_frame_orb_box	src/bridge.rs	293	fn	0x9860,0x9889	ASM?	/// Refresh the current frame's station record with its orb rectangle, as /// the frame loader does (`0x9860..0x9889`): all four boxes reset, then the /// loaded chunk's box stored on its own station'
menu_row_under_cursor	src/bridge.rs	305	fn	0x8613,0x868D	ASM?	/// Menu row under the cursor, if the menu is in view and the cursor is /// inside the box — the hit math of `0x8613..0x868D`. Returns 0..=4 top to /// bottom (HONK, TELEPHONE, CRYOBOX, MENU, OPTION).
click	src/bridge.rs	332	fn	0x86A4,0x86F1,0x7DC8,0x7DE6	ASM?	/// A mouse-button press on the bridge (`0x86A4..0x86F1` menu path, /// `0x7DC8..0x7DE6` orb path). Returns the newly selected menu item /// (1..=5) if a menu row was clicked.
release_menu	src/bridge.rs	373	fn		UNVERIFIED	/// Release the engaged menu item (the selected screen was closed): clears /// the selection and the cursor clamp.
apply_menu_palette	src/bridge.rs	382	fn	0x862B,0x86A3	ASM?	/// Program the five menu-row DAC entries (game palette indices /// 0x7B..0x7F): all idle, then the hovered row bright — the per-tick DAC /// writes of `0x862B..0x86A3`. Only touches the palette while
ConceptMenu	src/concept_menu.rs	24	struct		UNVERIFIED	/// One decoded concept menu: the byte offset of its `0xA3` opcode in the `.BAS` /// image, and the ordered topic labels (as stored — lowercase; the square-caps /// menu font renders them uppercase). 
parse_dic	src/concept_menu.rs	32	fn		INFRA	/// Parse a `SCRIPTn.DIC` into {byte offset -> word}. Words are NUL-terminated.
is_concept_label	src/concept_menu.rs	38	fn		UNVERIFIED	/// A dictionary word is a valid CONCEPT label if it is a single token (no spaces /// — sentence fragments in the script are multi-word) of a menu-plausible length.
decode_menus	src/concept_menu.rs	46	fn		UNVERIFIED	/// Decode every `0xA3` concept menu in a script's `.BAS`, resolving each entry's /// `u16` offset through the `.DIC`. Menus with fewer than `min_labels` entries are /// dropped (a bare `0xA3` byte in
find_menu_containing	src/concept_menu.rs	80	fn		UNVERIFIED	/// Find the first decoded menu whose (case-insensitive) label set contains all of /// `required` — used to locate a specific menu (e.g. the destination list) by its /// known members without dependin
alien_anim_prng_next	src/croolis.rs	20	fn	0x16A4,0x105C	ASM?	/// The overlay's animation-state PRNG (`0x16A4`: `mov ax,fs:[0x105C]; ror ax,7; /// sbb ax,0; store back`). On 8086 `ror ax,7` leaves CF = the result's MSB (the last /// bit rotated through carry), a
AlienMethod	src/croolis.rs	34	enum	0x103A,0x1D27,0x16A4,0x12DE,0x999,0x36A,0xA30	ASM?	/// The overlay's per-object behaviour method, selected via the vtable at `fs:0x103A` /// (near-ptr entries indexed by `bx = [di+0x34]`). The decoded entries are: /// `0x1D27` (null/`ret`), `0x16A4` (
from_vtable_offset	src/croolis.rs	47	fn	0x103A	ASM?	/// Resolve a vtable index (`[di+0x34]`) to its method, mirroring the `fs:0x103A` /// table entries.
AlienObject	src/croolis.rs	60	struct	0x105C	ASM?	/// A `croolis` object's animation state (the 0x5E-byte record's behaviour fields): /// `+0x36` state flag, `+0x38` timer (init 0x32), `+0x3C` animation accumulator, plus /// its PRNG seed word (`fs:[
ALIEN_TRANSFORM_NEUTRAL	src/croolis.rs	83	const		UNVERIFIED	/// The neutral transform value the initializer writes to `+0x12`/`+0x22`/`+0x32`.
ALIEN_POSITION_WRAP	src/croolis.rs	87	const	0x4000,0x999	ASM	/// The half-extent of the object-space toroidal wrap (`0x4000`); positions wrap into /// `[-0x4000, 0x4000)` relative to the wrap origin (method `0x999`).
POSITION_WRAP_MASK	src/croolis.rs	91	const		UNVERIFIED	/// Low-15-bit mask used while folding a position into the toroidal play-space (a bit mask, so /// hexadecimal is the natural form).
ALIEN_STATE_TIMER_RELOAD	src/croolis.rs	94	const		UNVERIFIED	/// Timer reload (in frames) when a new animation state is chosen.
ALIEN_ANIM_STEP	src/croolis.rs	96	const		UNVERIFIED	/// Animation-accumulator step added per state change.
VISIBLE_ANIM_Y_BIAS	src/croolis.rs	99	const		UNVERIFIED	/// Vertical bias subtracted from the timer-indexed animation offset when testing on-screen y.
VISIBLE_SCREEN_Y_MAX	src/croolis.rs	101	const		UNVERIFIED	/// Top of the on-screen band an object's screen y must fall within to be drawn.
VISIBLE_WORLD_X_HALF	src/croolis.rs	103	const		INFRA?	/// Half-width of the world-x window (centered on the camera) an object must fall within.
AlienCamera	src/croolis.rs	129	struct	0x1FC5,0x22ea,0x1FD5,0x22ee,0x1FE5,0x22f2,0x1FEA,0x22ec,0x22	ASM	/// The alien view's camera: THREE 32-bit fixed-point accumulators, each read /// through its high word (audit-fixes #269-#271). /// /// ```text ///   0x1FC5  add dword ptr [0x22ea], eax     X accumul
axis	src/croolis.rs	140	fn		UNVERIFIED	/// An axis's INTEGER part — the high word the overlay `movsx`es.
x	src/croolis.rs	150	fn	0x22EC	ASM?	/// `[0x22EC]`, X's high word.
y	src/croolis.rs	155	fn	0x22F0	ASM	/// `[0x22F0]`, Y's high word.
new	src/croolis.rs	163	fn		TESTED	/// Create an object with the decoded initial state (timer reloaded to /// [`ALIEN_STATE_TIMER_RELOAD`]), seeded PRNG, running the animation state machine by default.
proximity_visible	src/croolis.rs	198	fn	0xA30,0xA62,0x22f0,0xA70,0x22ec,0x22EC,0xBFA,0x22F0,0x22EE,0	ASM?	/// Port of method `0xA30` (per-object proximity/visibility gate): only runs when the object's /// state flag is set; it advances the animation counter and returns whether the object sits /// within t
reset	src/croolis.rs	217	fn	0x36A,0x8000	ASM?	/// Port of the object initializer (`0x36A`): reset the behaviour state — zero the /// state flag + animation accumulator, reload the timer, and set the transform /// components to the neutral `0x8000
update_position	src/croolis.rs	228	fn	0x999	ASM?	/// Port of method `0x999` (object position update): fold each axis of the object's world /// position (`camera + pos`) into the toroidal play-space `[-ALIEN_POSITION_WRAP, /// ALIEN_POSITION_WRAP)` c
dispatch	src/croolis.rs	243	fn		UNVERIFIED	/// Dispatch one frame through the object's vtable method (`call [si+0xE]` in the /// colony iterator): the animation state machine advances, the null method and /// not-yet-decoded sub-behaviours are
step	src/croolis.rs	254	fn	0x16A4	ASM?	/// Advance one frame of the decoded state machine (`0x16A4`): the timer counts /// down; when it expires the PRNG picks a new animation state — `+0x36 = 1`, /// `+0x38 = 0x32`, `+0x3C += 0xFA` — othe
AlienColony	src/croolis.rs	275	struct	0x12DE,0xB72	ASM?	/// The overlay's per-frame object-list dispatcher (method `0x12DE`): each `0x12DE` /// call iterates `cx = [di+0x1A]` sub-objects, calling each object's sub-method /// (`call [si+0xE]`, `si += 0x5E`)
ALIEN_COLONY_FRAME_GATE	src/croolis.rs	291	const	0xb72,0x11C5,0x12F9,0xB72	ASM	/// The dispatcher's frame-gate reload: `mov word cs:[0xb72],7` at croolis.xdb /// `0x11C5` and `0x12F9`. /// /// The doc used to cite `cs:0xB72` alone — the gate's STORAGE, which holds 2 in /// the s
