component	entry	source	function	rust_path	rust_symbol	documentation	evidence
bloodprg	0x00b079	seg_0a9a/func_00b079_ship_3d_hud_init.c	ship_3d_hud_init	crates/commander-blood-game/src/native/bloodprg/ship_hud_coordinator.rs	update_ship_hud	Typed ship HUD initialization and frame coordinator retaining presentable-target selection palette staging subtitle gates entity and dirty-region presentation target lookup audio reload C1 publication and deferred close while replacing record and name offsets far buffers clip globals and framebuffer swaps with owned identities explicit transition state and ordered renderer operations	re/tools/oracle_vectors/func_b079_natural.json:15
bloodprg	0x0092a3	seg_071e/func_0092a3_nav_chart_object_pick.c	nav_chart_object_pick	crates/commander-blood-game/src/native/bloodprg/navigation_pick.rs	pick_navigation_chart_object	Typed bounded navigation-chart hit testing retaining inclusive wrapping edges first-hit order ship and black-hole kind interaction near and far endpoint selection and last-object extent state while replacing record offsets stack-owned lists and wrapped record fields with owned object identities and markers	re/tools/oracle_vectors/func_92a3_natural.json:13
bloodprg	0x009240	seg_071e/func_009240_entity_draw_full.c	entity_draw_full	crates/commander-blood-game/src/native/bloodprg/location_panel_geometry.rs	update_location_panel_geometry	Typed location-panel geometry retaining low-byte scale and extent products signed byte scale truncating division wrapped deltas and post-callback live placement inputs while replacing entity-table far pointers and packed rectangle globals with explicit geometry state and renderer operations	re/tools/oracle_vectors/func_9240_natural.json:10
bloodprg	0x0093f5	seg_071e/func_0093f5_subtitle_reveal_pump.c	subtitle_reveal_pump	crates/commander-blood-game/src/native/bloodprg/subtitle_reveal.rs	update_subtitle_reveal	Typed progressive subtitle coordinator retaining display and owner gates two-stage frame colors and primitive selection one-byte reveal timing carriage-return line layout voice reset and completion-hold gates while replacing near cursors sentinel primitive tables graphics remap globals and segment-dependent text with an optional flat byte index owned text typed phases and explicit renderer requests	re/tools/oracle_vectors/func_93f5_natural.json:11
bloodprg	0x009083	seg_071e/func_009083_location_info_panel_dispatch.c	location_info_panel_dispatch	crates/commander-blood-game/src/native/bloodprg/location_panel.rs	update_location_info_panel	Typed location-information panel lifecycle retaining first-frame artwork matching resource and entity setup low-byte source-width scaling opening and closing interpolation same-call steady completion title precedence eligible life-support rows mouse close behavior and final link release while replacing record and resource offsets far strings terminated tables stack source lists packed phase bits and framebuffer globals with owned identities typed resources semantic phases explicit geometry progress and renderer operations	re/tools/oracle_vectors/func_9083_natural.json:11
bloodprg	0x008cce	seg_071e/func_008cce_nav_camera_state_check.c	nav_camera_state_check	crates/commander-blood-game/src/native/bloodprg/navigation_camera.rs	update_navigation_camera	Typed navigation-camera coordinator retaining active and wipe gates inherited panel dispatch interactive entity states hover clamping hand selection panel initialization first-frame chart construction marker frame precedence combined Arche kind adjustments panorama restoration radial wipe geometry copy ordering and dirty publication while replacing record offsets near and far pointers sentinel object and span lists raw entity bytes and segment-swapped framebuffers with owned identities bounded vectors semantic phases explicit panel state and renderer commands	re/tools/oracle_vectors/func_8cce_natural.json:12
bloodprg	0x008a4e	seg_071e/func_008a4e_camera_fsm_state_gate.c	camera_fsm_state_gate	crates/commander-blood-game/src/native/bloodprg/camera_approach.rs	update_camera_approach	Typed ship-camera approach coordinator retaining masked initialization signed X movement unsigned Z acceleration wrapped angle and easing arithmetic hyperspace sequence cycling scene presentation gates HUD reset and render call order while replacing packed UI words writable C-string storage segment-owned renderer state and numeric presentation modes with semantic flat state owned resource names and explicit host operations	re/tools/oracle_vectors/func_8a4e_natural.json:14
bloodprg	0x00b7e3	seg_0b1b/func_00b7e3_audio_process_ade.c	audio_process_ade	crates/commander-blood-game/src/native/bloodprg/audio_events.rs	process_audio_events	Typed dialogue and voice event selector retaining signed dictionary-byte hashing wrapped seed arithmetic authored delay reduction deterministic nonrepeating streamed clip selection voice cooldown PRNG rerolls and primary-before-chatter ordering while replacing dictionary offsets split data aliases high-bit clip tags and far playback callbacks with interned words semantic state typed clip requests and an injected bounded random source	re/tools/oracle_vectors/func_b7e3_natural.json:11
bloodprg	0x00c005	seg_0b1b/func_00c005_snd_bank_loader.c	snd_bank_loader	crates/commander-blood-game/src/native/bloodprg/audio_bank.rs	load_sound_bank	Validated SND bank decoding retaining the four-byte delay header complete clip-boundary table payload bytes and resident-versus-streamed caller intent while replacing archive and DOS handles temporary files EMS and XMS storage page mapping staging buffers and backend-specific transfer chunks with one owned flat payload supplied by the resource layer	re/tools/oracle_vectors/func_c005_natural.json:12
bloodprg	0x00b8cd	seg_0b1b/func_00b8cd_snd_play_clip.c	snd_play_clip	crates/commander-blood-game/src/native/bloodprg/audio_playback.rs	update_audio_playback	Typed direct playback and voice-over-stream mixing retaining resident length-minus-one descriptors six-byte source skipping stop-before-play behavior active-buffer preference playback-position handling one-sample-short spans packed source cadence unsigned averaging and spillover while replacing conventional EMS XMS file staging far pointers and hardware callbacks with owned SND banks flat sample buffers and one injected host position query	re/tools/oracle_vectors/func_b8cd_natural.json:15
bloodprg	0x00bbb3	seg_0b1b/func_00bbb3_snd_stream_start.c	snd_stream_start	crates/commander-blood-game/src/native/bloodprg/audio_stream.rs	start_audio_stream	Typed stream startup retaining all native gates page-zero load six-byte block-header capture packed-rate detection fixed double-buffer layout request transition and first-buffer submission while replacing shared far storage page adapters and sound-driver callbacks with an owned source flat buffers and a semantic host action	re/tools/oracle_vectors/func_bbb3_natural.json:6
bloodprg	0x00bc50	seg_0b1b/func_00bc50_snd_stream_refill.c	snd_stream_refill	crates/commander-blood-game/src/native/bloodprg/audio_stream.rs	refill_audio_stream	Bounded stream refill retaining first-buffer preference driver-owned tests stopped and unavailable restart rules six-byte header prefixing page advance final-page sizing and service-versus-restart selection while replacing blocking hardware repolling far descriptors and backend reads with one flat host submission per update and explicit rejection of corrupt wrapped page indices	re/tools/oracle_vectors/func_bc50_natural.json:9
bloodprg	0x00bdb7	seg_0b1b/func_00bdb7_snd_stream_source_load.c	snd_stream_source_load	crates/commander-blood-game/src/native/bloodprg/audio_stream.rs	load_audio_stream_source	Owned Creative Voice stream loading retaining playback and channel gates the 26-byte file-header skip WAIT COMMANDER presentation request 16 KiB page accounting final-page length music-change clear and start request while replacing resource handles seeks staging chunks EMS XMS and temporary mus.snd storage with validated flat bytes and rejecting backend-dependent empty-source underflow	re/tools/oracle_vectors/func_bdb7_natural.json:11
bloodprg	0x00093b	seg_0000/func_00093b_rtc_time_read.c	rtc_time_read	crates/commander-blood-game/src/native/bloodprg/clock.rs	decode_script_clock_hour	Host-supplied RTC hour decoding retaining exact packed-decimal nibble arithmetic and signed-byte extension while replacing the BIOS interrupt and packed global with a typed return value	re/tools/oracle_vectors/func_093b_natural.json:7
bloodprg	0x000950	seg_0000/func_000950_rtc_date_read.c	rtc_date_read	crates/commander-blood-game/src/native/bloodprg/clock.rs	decode_script_clock_date	Host-supplied RTC date decoding retaining signed malformed-field behavior and the original raw 0x13 century sentinel while replacing the BIOS interrupt and packed globals with a typed calendar value	re/tools/oracle_vectors/func_0950_natural.json:6
bloodprg	0x000d75	seg_0000/func_000d75_error_overlay_draw.c	error_overlay_draw	crates/commander-blood-game/src/native/bloodprg/diagnostics.rs	build_error_overlay	Renderer-independent error composition retaining exact French text signed decimal diagnostics row placement palette index and mode behavior while replacing VGA segment rebasing packed globals and immediate drawing with owned lines and typed geometry	re/tools/oracle_vectors/func_0d75_natural.json:5
bloodprg	0x000e62	seg_0000/func_000e62_layout_offset_calc.c	layout_offset_calc	crates/commander-blood-game/src/native/bloodprg/diagnostics.rs	calculate_diagnostic_panel_layout	Typed centered-panel geometry retaining every wrapping word operation fill and outline color and inset result while replacing direct VGA drawing and packed register returns with a renderer-independent layout	re/tools/oracle_vectors/func_0e62_natural.json:12
bloodprg	0x000813	seg_0000/func_000813_bloodprg_timer_isr.c	bloodprg_timer_isr	crates/commander-blood-game/src/native/bloodprg/timer.rs	advance_game_timer_tick	Flat gameplay timer retaining the wrapping low tick nested 1 2 4 8 16 and 32 tick cadences twenty-five-subtick updates positive-signed script countdown scan navigation gate all countdown fields periodic readiness and typed speaker transitions while eliminating interrupt chaining stale high-word state PIC acknowledgement and port I/O	re/tools/oracle_vectors/func_0813_natural.json:15
bloodprg	0x000d0e	seg_0000/func_000d0e_poll_mouse.c	poll_mouse	crates/commander-blood-game/src/native/bloodprg/pointer_buttons.rs	update_pointer_sample	Atomic SDL pointer publication retaining signed word coordinates complete button bits previous-position comparison and movement-only idle-counter reset while replacing INT 33h and packed global aliases with typed flat state	re/tools/oracle_vectors/func_0d0e_natural.json:5
bloodprg	0x000b32	seg_0000/func_000b32_detect_cdrom.c	detect_cdrom	crates/commander-blood-game/src/native/bloodprg/cd_audio.rs	detect_cd_audio_source	Typed encounter-audio availability retaining the original zero-versus-nonzero source gate while replacing the MSCDEX drive count and interrupt result with presence of resolved track-2 metadata because an ISO-9660 data-track image alone does not contain the required CD-DA asset	re/tools/oracle_vectors/func_0b32_natural.json:5
bloodprg	0x001344	seg_008b/func_001344_cdrom_audio_prepare.c	cdrom_audio_prepare	crates/commander-blood-game/src/native/bloodprg/cd_audio.rs	prepare_cd_audio	Flat encounter-track preparation retaining the availability gate physical track 2 selection and authored four-channel 0-through-3 routing at volume 80 while replacing three MSCDEX request blocks transfer pointers drive state and interrupts with supplied typed track and lead-out metadata	re/tools/oracle_vectors/func_1344_natural.json:5
bloodprg	0x001397	seg_008b/func_001397_cdrom_audio_stop.c	cdrom_audio_stop	crates/commander-blood-game/src/native/bloodprg/cd_audio.rs	stop_cd_audio	Typed stop command retaining the source-availability gate unconditional stop-on-available behavior and physical track identity while replacing the command-85 MSCDEX request interrupt and far-call ABI with explicit owned playback state	re/tools/oracle_vectors/func_1397_natural.json:4
bloodprg	0x0013c4	seg_008b/func_0013c4_cdrom_audio_play_track_2.c	cdrom_audio_play_track_2	crates/commander-blood-game/src/native/bloodprg/cd_audio.rs	play_cd_audio_track_two	Typed encounter playback retaining physical track 2 packed frame-second-minute decoding ignored high byte 150-frame lead-in subtraction wrapping endpoint difference and availability gate while replacing MSCDEX request storage interrupt delivery and segmented globals with an explicit host playback command	re/tools/oracle_vectors/func_13c4_natural.json:6
bloodprg	0x00147f	seg_008b/func_00147f_startup_transient_files_delete.c	startup_transient_files_delete	crates/commander-blood-game/src/native/bloodprg/startup_cleanup.rs	delete_startup_transient_files	Ordered startup cleanup retaining all four authored slots lowercase-x-only preservation case sensitivity and deletion requests for empty paths while replacing fixed 16-byte DOS records AH-41 interrupts and data offsets with owned host paths and an explicit filesystem boundary	re/tools/oracle_vectors/func_147f_natural.json:4
bloodprg	0x00178b	seg_008b/func_00178b_palette_upload_if_dirty.c	palette_upload_if_dirty	crates/commander-blood-game/src/native/bloodprg/palette_update.rs	take_palette_upload_request	Typed palette upload latch retaining the exact bit-zero gate whole dirty-byte clear primary and pending mouse-latch clears secondary-latch preservation and clean-path immutability while replacing VGA retrace waits and DAC writes with an explicit wgpu upload request	re/tools/oracle_vectors/func_178b_natural.json:7
bloodprg	0x001e5d	seg_008b/func_001e5d_framebuffer_rect_interpolate_and_remap_step.c	framebuffer_rect_interpolate_and_remap_step	crates/commander-blood-game/src/native/bloodprg/frame_transition.rs	advance_framebuffer_rect_transition	Typed rectangle transition retaining raw-byte completion pre-increment wrapping signed-byte total and current signed-word delta wrapping divide-before-multiply truncation and low-word output while replacing near rectangle pointers direction-flag traversal global remap tables and register arguments with explicit rectangle values and a renderer region	re/tools/oracle_vectors/func_1e5d_natural.json:12
bloodprg	0x001f78	seg_008b/func_001f78_palette_transition_step.c	palette_transition_step	crates/commander-blood-game/src/native/bloodprg/palette_update.rs	advance_palette_transition	Typed palette transition retaining exact-100 completion wrapping word addition signed upper clamp negative and wrapped percentages dirty-byte replacement signed low-byte interpolation input inclusive bounds and store-before-render ordering while replacing far palette aliases and callback ABI with an explicit interpolation request	re/tools/oracle_vectors/func_1f78_natural.json:9
bloodprg	0x001d74	seg_008b/func_001d74_vm_patch_stream_apply.c	vm_patch_stream_apply	crates/commander-blood-game/src/native/bloodprg/procedure.rs	apply_procedure_patch_stream	Transactional restoration of mutable A9 procedure gates retaining packed three-byte records one-based COD identifiers low-bit enabled semantics ordered duplicate overwrites and empty-stream behavior while replacing executable-byte mutation segment-only addressing and wrapping malformed counts with validated typed procedure identities	re/tools/oracle_vectors/func_1d74_natural.json:4
bloodprg	0x001d94	seg_008b/func_001d94_vm_patch_stream_build.c	vm_patch_stream_build	crates/commander-blood-game/src/native/bloodprg/procedure.rs	build_procedure_patch_stream	Original save-compatible procedure patch serialization retaining authored directory order exact kind-two filtering one-based COD identifiers packed three-byte records and canonical enabled values while replacing script-segment reads and a shared graphics work buffer with typed profile-owned procedure state and an owned byte stream	re/tools/oracle_vectors/func_1d94_natural.json:4
bloodprg	0x00149b	seg_008b/func_00149b_object_heap_access.c	object_heap_access	crates/commander-blood-game/src/native/bloodprg/vm.rs	increment_object_access_counters	Typed active-object update retaining the celestial navigation-entity and black-hole kind mask in-play flag gate authored object order and wrapping eight-bit visit counters while replacing directory offsets heap-segment rebasing and duplicate pointer aliases with profile-owned ScriptObjectId records	re/tools/oracle_vectors/func_149b_natural.json:6
bloodprg	0x001610	seg_008b/func_001610_manu3_hand_frame_dispatch.c	manu3_hand_frame_dispatch	crates/commander-blood-game/src/native/bloodprg/manu3_hand.rs	update_manu3_hand_frame	Typed MANU3 hand coordinator retaining signed disabled selectors repeated-selector clearing nonzero selector latching presentation-request delay arming two-frame countdown cursor forwarding and exact callback suppression while omitting unreachable mouse-button code and replacing overlay calls stack records and VGA page offsets with Manu3FrameRequest and wgpu render-target ownership	re/tools/oracle_vectors/func_1610_natural.json:11
bloodprg	0x0014ca	seg_008b/func_0014ca_confirm_dialog_step.c	confirm_dialog_step	crates/commander-blood-game/src/native/bloodprg/confirm_dialog.rs	update_confirm_dialog	Typed navigation confirmation modal retaining the exact panel and label plan YES-before-NO hit priority full-byte gate decrement UI ownership navigation states and pointer-latch reset while replacing VGA callbacks far hit regions and implicit register inputs with logical geometry and SDL hit results	re/tools/oracle_vectors/func_14ca_natural.json:5
bloodprg	0x001a93	seg_008b/func_001a93_main_loop_hud_refresh.c	main_loop_hud_refresh	crates/commander-blood-game/src/native/bloodprg/hud_refresh.rs	build_pause_hud_refresh	Renderer-independent PAUSE refresh retaining the low-bit gate exact text placement palette index and 80 by 14 logical clear converted from the original all-plane Mode-X writes while replacing VGA ports segmented screen pointers and retrace polling with a typed wgpu frame plan	re/tools/oracle_vectors/func_1a93_natural.json:7
bloodprg	0x001dd8	seg_008b/func_001dd8_save_slot_name_edit_step.c	save_slot_name_edit_step	crates/commander-blood-game/src/native/bloodprg/input_selection.rs	update_save_slot_editor	Owned save-slot editor retaining lowercase and digit acceptance the authored length-14 insertion stop Backspace blanking without shared-length mutation full 16-byte Enter commit low-byte row selection wrapping logical coordinates and exact palette indices while replacing unchecked near copies and direct VGA callbacks with validated names and a typed draw plan	re/tools/oracle_vectors/func_1dd8_natural.json:10
bloodprg	0x001ad3	seg_008b/func_001ad3_presentation_choice_transition_step.c	presentation_choice_transition_step	crates/commander-blood-game/src/native/bloodprg/presentation_choice.rs	update_presentation_choice	Typed choice-list coordinator retaining the low-bit activation gate layout-only pass six-step rectangle transition pre-step completion decision sentinel close one-based result mapping special fifth-choice result and UI ownership while replacing near tables and framebuffer callbacks with bounded items and logical transition regions	re/tools/oracle_vectors/func_1ad3_natural.json:8
bloodprg	0x001ec1	seg_008b/func_001ec1_presentation_line_zero_run.c	presentation_line_zero_run	crates/commander-blood-game/src/native/bloodprg/presentation_run.rs	run_presentation_line_zero	Semantic presentation runner retaining initial surface clears input-before-scene ordering low-bit stop and continuation gates per-frame submission and unconditional active-line and gate teardown while replacing planar conversion VGA page offsets palette ports and near callbacks with typed SDL and wgpu host operations	re/tools/oracle_vectors/func_1ec1_natural.json:3
bloodprg	0x001f10	seg_008b/func_001f10_presentation_line_one_stream_run.c	presentation_line_one_stream_run	crates/commander-blood-game/src/native/bloodprg/presentation_run.rs	run_presentation_line_one_stream	Semantic credits presentation runner retaining stream setup palette and surface clears input-before-scene ordering per-frame audio refill and original return-without-teardown state while replacing the DOS stream driver planar framebuffer page offsets and VGA palette operations with typed SDL audio and wgpu host work	re/tools/oracle_vectors/func_1f10_natural.json:3
bloodprg	0x0017d9	seg_008b/func_0017d9_back_buffer_init.c	back_buffer_init	crates/commander-blood-game/src/native/bloodprg/pbm_image.rs	decode_chart_back_buffer	Typed CHART.FD decode retaining opaque pixel replacement palette preservation and the native PBM result while replacing segmented back-buffer aliases temporary Mode-X page ownership and chunky-to-planar conversion with one flat indexed framebuffer consumed directly by wgpu	re/tools/oracle_vectors/func_17d9_natural.json:6
bloodprg	0x001817	seg_008b/func_001817_backbuffer_clear_flags.c	backbuffer_clear_flags	crates/commander-blood-game/src/native/bloodprg/pbm_image.rs	decode_orx_back_buffer	Typed ORX.FD decode retaining opaque pixel replacement palette preservation and the native PBM result while replacing segmented back-buffer aliases temporary Mode-X page ownership and chunky-to-planar conversion with one flat indexed framebuffer consumed directly by wgpu	re/tools/oracle_vectors/func_1817_natural.json:6
bloodprg	0x001b4b	seg_008b/func_001b4b_save_load_menu_step.c	save_load_menu_step	crates/commander-blood-game/src/native/bloodprg/save_load_menu.rs	update_save_load_menu	Typed save and load coordinator retaining quick-save priority ten authored slots six-step transition ordering edit-before-selection behavior exact fixed and variable save blocks create and open failure semantics and select-initialize-restore-rebuild load ordering while replacing DOS directory and handle operations segmented pointers mutable executable bytes and VGA side effects with flat profile ownership exact codecs and host transactions	re/tools/oracle_vectors/func_1b4b_natural.json:13
bloodprg	0x0041d1	seg_0299/func_0041d1_entity_flag_state_transition.c	entity_flag_state_transition	crates/commander-blood-game/src/native/bloodprg/sprite_geometry.rs	advance_bridge_sprite_state	Checked bridge-sprite state advance retaining the active and state-zero gate exact state-zero clear dirty-bit set and preservation of every unrelated low and high flag bit while replacing the fixed GS entity table and shifted record address with a flat typed slice	re/tools/oracle_vectors/func_41d1_natural.json:7
bloodprg	0x001855	seg_008b/func_001855_scene_transition_step.c	scene_transition_step	crates/commander-blood-game/src/native/bloodprg/scene_transition.rs	update_scene_transition	Typed scene-transition coordinator retaining phase priority entity state advances deferred record adoption dispatch-before-gate ordering image decode and center-band paths callback-written blocked and reload rereads alien gates exact upper-palette darkening and rotation and complete presentation cleanup while replacing shared flag aliases fixed record and palette offsets segmented buffers and VGA ownership with semantic phases flat palettes and subsystem hosts	re/tools/oracle_vectors/func_1855_natural.json:21
bloodprg	0x0016a7	seg_008b/func_0016a7_startup_loading_screen_and_write_directory_prepare.c	startup_loading_screen_and_write_directory_prepare	crates/commander-blood-game/src/native/bloodprg/startup_prepare.rs	prepare_startup_writable_resources	Typed startup preparation retaining the exact loading-frame plan 125-entry authored resource order deliberate duplicate names missing-only copy policy and ignored directory-creation result while replacing DOS drive snapshots current-directory mutation fixed path buffers and the SS-equals-DS separator dependency with explicit flat source and writable roots	re/tools/oracle_vectors/func_16a7_natural.json:5
bloodprg	0x000eb0	seg_008b/func_000eb0_bloodprg_main.c	bloodprg_main	crates/commander-blood-game/src/native/bloodprg/game_lifecycle.rs	run_game_lifecycle	Typed complete game lifecycle retaining initialization profile and VM exit precedence presentation-owner forwarding request-bit subtitle behavior completion audio dialogue hold exact per-frame subsystem ordering and conditional cleanup while replacing six segmented arenas DOS handles current-directory mutation INT 33h pointer warps VGA page submission interrupt masking and busy-wait ticks with owned flat storage explicit roots SDL input wgpu frames and host pacing	re/tools/oracle_vectors/func_0eb0_natural.json:11
bloodprg	0x002f90	seg_0299/func_002f90_vga_palette_write.c	vga_palette_write	crates/commander-blood-game/src/native/bloodprg/palette_host.rs	publish_live_palette	Typed complete indexed-palette publication retaining the exact 256 RGB-entry component order and every original 768-byte payload while replacing DAC index and data ports wrapping near pointers and register ABI preservation with one borrowed palette upload to the wgpu host	re/tools/oracle_vectors/func_2f90_natural.json:3
bloodprg	0x002fa6	seg_0299/func_002fa6_vga_dac_clear.c	vga_dac_clear	crates/commander-blood-game/src/native/bloodprg/palette_host.rs	clear_live_palette	Typed black-palette publication retaining all 256 zero RGB entries while replacing 769 ordered DAC port writes and register preservation with one renderer-owned palette upload	re/tools/oracle_vectors/func_2fa6_natural.json:3
bloodprg	0x003d7b	seg_0299/func_003d7b_blit_fill_row_5221.c	blit_fill_row_5221	crates/commander-blood-game/src/native/bloodprg/framebuffer_copy.rs	fill_display_band	Checked display-band fill retaining exact half-open row geometry 320 pixels per row zero-height behavior and repeated indexed color while replacing segment-only framebuffer selection byte-swapped offsets wrapping dword counts and register state with a validated flat display slice; native out-of-display wrap cases are rejected without mutation	re/tools/oracle_vectors/func_3d7b_natural.json:10
bloodprg	0x003dbf	seg_0299/func_003dbf_back_buffer_fill.c	back_buffer_fill	crates/commander-blood-game/src/native/bloodprg/framebuffer_copy.rs	fill_back_buffer_band	Checked back-buffer band fill retaining exact half-open row geometry 320 pixels per row zero-height behavior and repeated indexed color while replacing segment-only framebuffer selection byte-swapped offsets wrapping dword counts and register state with a validated flat back-buffer slice; native out-of-display wrap cases are rejected without mutation	re/tools/oracle_vectors/func_3dbf_natural.json:10
bloodprg	0x003e46	seg_0299/func_003e46_full_screen_blit.c	full_screen_blit	crates/commander-blood-game/src/native/bloodprg/framebuffer_copy.rs	copy_full_frame_to_display	Checked complete-frame copy retaining the exact 64000 indexed pixels while replacing far source and display pointers independent 16-bit offset wrapping REP MOVSD direction state and register preservation with validated flat slices	re/tools/oracle_vectors/func_3e46_natural.json:6
bloodprg	0x003e5b	seg_0299/func_003e5b_fullscreen_copy_to_backbuffer.c	fullscreen_copy_to_backbuffer	crates/commander-blood-game/src/native/bloodprg/framebuffer_copy.rs	copy_full_frame_to_back_buffer	Checked complete-frame copy retaining the exact 64000 indexed pixels while replacing far source and back-buffer pointers independent 16-bit offset wrapping REP MOVSD direction state and register preservation with validated flat slices	re/tools/oracle_vectors/func_3e5b_natural.json:6
bloodprg	0x003ece	seg_0299/func_003ece_chunky_to_planar_framebuffer.c	chunky_to_planar_framebuffer	crates/commander-blood-game/src/native/bloodprg/framebuffer_copy.rs	present_chunky_frame	Checked flat frame presentation retaining the low-bit crop gate full 200-row path authored rows 35-through-165 base crop symmetric ship-depth contraction and intentional depth-65 empty result while replacing VGA map masks four plane passes segmented offset wrapping and direction state with one row-range copy; native depth-underflow writes are rejected before mutation	re/tools/oracle_vectors/func_3ece_natural.json:8
bloodprg	0x0040d0	seg_0299/func_0040d0_entity_object_populate.c	entity_object_populate	crates/commander-blood-game/src/native/bloodprg/sprite_geometry.rs	populate_bridge_sprite_from_cache	Typed cached sprite activation retaining unloaded and frame-range no-op behavior resource encoding flags selected frame geometry draw placement and independent zero-only committed-extent initialization while replacing wrapped handles the loaded-bit table resolver registers far pointers segment selectors and direction state with a stable resource identifier checked cache lookup and flat byte offset; native index aliases and pointer wrapping are rejected	re/tools/oracle_vectors/func_40d0_natural.json:14
bloodprg	0x00414e	seg_0299/func_00414e_entity_record_setter.c	entity_record_setter	crates/commander-blood-game/src/native/bloodprg/sprite_geometry.rs	activate_bridge_sprite_from_resource	Typed direct sprite activation retaining signed frame-count rejection resource encoding flags selected frame geometry draw placement and independent zero-only committed-extent initialization while decoding the packed authored offset into one checked flat resource location; native negative indices entity aliases pointer wrapping and segment-selector arithmetic are rejected	re/tools/oracle_vectors/func_414e_natural.json:15
bloodprg	0x004240	seg_0299/func_004240_sprite_slot_range_mark_dirty.c	sprite_slot_range_mark_dirty	crates/commander-blood-game/src/native/bloodprg/sprite_geometry.rs	mark_bridge_sprite_range_dirty	Checked inclusive bridge-sprite range transition retaining the active-bit gate exact clearing of active and state-zero exact dirty-bit set and preservation of every unrelated low and high flag bit while replacing the fixed GS table wrapped record offsets and wrapped inclusive count with a validated typed slice	re/tools/oracle_vectors/func_4240_natural.json:4
